,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player
0,2015-16,27.0,MIN,NBA,PF,60.0,0.0,1075.0,5.2,11.0,0.46799999999999997,2.3,5.9,0.384,2.9,5.2,0.564,1.9,2.6,0.727,2.3,7.5,9.8,3.9,1.2,1.0,2.2,7.2,14.4,114.0,110.0,Nemanja Bjelica
1,2016-17,28.0,MIN,NBA,PF,65.0,1.0,1190.0,6.4,15.2,0.424,2.4,7.5,0.316,4.0,7.6,0.531,1.9,2.6,0.738,2.4,8.0,10.4,3.4,1.7,0.9,2.5,6.6,17.2,105.0,111.0,Nemanja Bjelica
2,2017-18,29.0,MIN,NBA,PF,67.0,21.0,1371.0,6.2,13.5,0.461,2.8,6.7,0.415,3.5,6.9,0.505,1.3,1.6,0.8,1.9,8.1,10.0,3.1,1.8,0.6,1.9,5.1,16.6,114.0,110.0,Nemanja Bjelica
3,2018-19,30.0,SAC,NBA,PF,77.0,70.0,1788.0,7.4,15.4,0.479,2.7,6.7,0.401,4.7,8.7,0.539,1.8,2.4,0.7609999999999999,3.3,8.3,11.6,3.8,1.4,1.5,2.1,5.1,19.3,117.0,110.0,Nemanja Bjelica
4,2019-20,31.0,SAC,NBA,PF,72.0,67.0,2011.0,7.6,15.8,0.48100000000000004,3.2,7.7,0.419,4.3,8.0,0.541,1.7,2.0,0.821,2.7,8.4,11.0,4.9,1.5,1.0,2.4,5.2,20.0,119.0,111.0,Nemanja Bjelica
5,2020-21,32.0,SAC,NBA,PF,19.0,1.0,342.0,8.1,16.8,0.483,2.1,6.3,0.33299999999999996,6.0,10.5,0.573,4.2,5.3,0.789,2.8,8.4,11.2,5.9,0.8,0.3,3.4,5.0,22.6,115.0,121.0,Nemanja Bjelica
0,2019-20,22.0,SAC,NBA,SG,3.0,0.0,10.0,9.7,24.3,0.4,0.0,14.6,0.0,9.7,9.7,1.0,0.0,0.0,,0.0,4.9,4.9,4.9,0.0,0.0,0.0,4.9,19.4,92.0,118.0,Kyle Guy
1,2020-21,23.0,SAC,NBA,PG,14.0,0.0,115.0,5.8,18.3,0.318,2.5,10.0,0.25,3.3,8.3,0.4,2.9,3.3,0.875,1.3,4.6,5.8,6.3,1.7,0.0,1.3,3.8,17.1,102.0,122.0,Kyle Guy
0,2019-20,23.0,SAC,NBA,SF,36.0,0.0,232.0,7.3,17.6,0.41700000000000004,1.9,6.1,0.31,5.4,11.5,0.473,2.1,4.4,0.47600000000000003,1.3,5.4,6.7,3.8,1.3,1.9,1.7,3.6,18.6,99.0,112.0,Justin James
1,2020-21,24.0,SAC,NBA,SF,13.0,0.0,69.0,6.3,16.0,0.391,1.4,6.3,0.222,4.9,9.7,0.5,1.4,5.6,0.25,2.1,4.2,6.3,3.5,2.1,0.7,1.4,2.1,15.3,92.0,120.0,Justin James
0,2019-20,22.0,SAC,NBA,SG,13.0,0.0,141.0,6.9,13.8,0.5,1.7,6.2,0.278,5.2,7.6,0.682,1.7,2.1,0.833,1.0,5.2,6.2,2.4,1.4,0.3,0.7,6.5,17.2,121.0,114.0,DaQuan Jeffries
1,2020-21,23.0,SAC,NBA,SG,12.0,2.0,189.0,5.6,13.2,0.423,2.0,6.1,0.33299999999999996,3.6,7.1,0.5,1.5,1.8,0.857,1.8,3.6,5.3,1.0,1.3,1.0,1.3,4.3,14.7,106.0,122.0,DaQuan Jeffries
0,2018-19,21.0,SAS,NBA,PF,29.0,0.0,145.0,6.4,19.5,0.32799999999999996,0.0,0.7,0.0,6.4,18.9,0.33899999999999997,4.4,5.7,0.765,3.0,9.1,12.1,4.4,2.0,0.7,5.1,4.7,17.2,79.0,109.0,Chimezie Metu
1,2019-20,22.0,SAS,NBA,C,18.0,0.0,105.0,10.9,19.1,0.5710000000000001,0.0,0.9,0.0,10.9,18.2,0.6,4.6,5.9,0.769,5.5,9.6,15.0,4.6,1.4,2.7,4.6,3.2,26.4,113.0,110.0,Chimezie Metu
2,2020-21,23.0,SAC,NBA,C,11.0,0.0,71.0,10.1,20.3,0.5,0.7,2.0,0.33299999999999996,9.5,18.2,0.519,4.1,6.1,0.667,7.4,8.1,15.5,3.4,2.0,4.1,4.1,6.8,25.0,109.0,114.0,Chimezie Metu
0,2020-21,21.0,SAC,NBA,SF,6.0,0.0,17.0,16.9,31.0,0.545,2.8,8.5,0.33299999999999996,14.1,22.6,0.625,0.0,5.6,0.0,8.5,14.1,22.6,0.0,0.0,0.0,2.8,0.0,36.7,103.0,120.0,Robert Woodard
0,2020-21,19.0,SAC,NBA,SG,4.0,0.0,16.0,6.0,12.0,0.5,3.0,9.0,0.33299999999999996,3.0,3.0,1.0,0.0,0.0,,0.0,12.0,12.0,3.0,0.0,3.0,3.0,0.0,15.0,102.0,117.0,Jahmi'us Ramsey
0,2014-15,19.0,MIL,NBA,PF,25.0,25.0,738.0,8.9,18.2,0.49,0.3,1.1,0.25,8.6,17.1,0.506,3.2,4.6,0.6970000000000001,3.5,6.1,9.5,2.9,2.1,0.3,3.2,2.9,21.3,101.0,103.0,Jabari Parker
1,2015-16,20.0,MIL,NBA,PF,76.0,72.0,2408.0,9.4,19.0,0.493,0.2,0.7,0.257,9.2,18.3,0.502,3.7,4.8,0.768,2.6,5.8,8.4,2.7,1.5,0.6,2.5,3.3,22.6,106.0,111.0,Jabari Parker
2,2016-17,21.0,MIL,NBA,PF,51.0,50.0,1728.0,11.7,23.9,0.49,1.9,5.2,0.365,9.8,18.7,0.525,4.8,6.4,0.743,2.3,6.9,9.2,4.2,1.5,0.6,2.7,3.3,30.1,110.0,110.0,Jabari Parker
3,2017-18,22.0,MIL,NBA,PF,31.0,3.0,743.0,10.7,22.3,0.48200000000000004,2.1,5.4,0.38299999999999995,8.7,16.8,0.514,2.7,3.6,0.741,2.8,7.3,10.1,4.0,1.7,0.7,3.0,3.4,26.2,106.0,111.0,Jabari Parker
4,2018-19,23.0,TOT,NBA,PF,64.0,17.0,1724.0,10.3,20.9,0.493,1.7,5.4,0.313,8.6,15.4,0.556,3.7,5.1,0.7120000000000001,2.2,9.5,11.7,4.2,1.3,0.8,4.2,4.0,25.9,102.0,113.0,Jabari Parker
5,2018-19,23.0,CHI,NBA,PF,39.0,17.0,1042.0,10.2,21.6,0.474,1.7,5.3,0.325,8.5,16.3,0.523,3.7,5.0,0.731,1.9,9.3,11.2,3.9,1.1,0.7,3.9,4.0,25.9,100.0,113.0,Jabari Parker
6,2018-19,23.0,WAS,NBA,PF,25.0,0.0,682.0,10.3,19.8,0.523,1.7,5.6,0.29600000000000004,8.7,14.2,0.613,3.6,5.3,0.684,2.6,9.9,12.5,4.7,1.6,1.1,4.7,4.0,26.0,105.0,112.0,Jabari Parker
7,2019-20,24.0,TOT,NBA,PF,38.0,23.0,917.0,11.2,21.9,0.51,1.6,6.1,0.26899999999999996,9.5,15.8,0.603,3.1,4.1,0.753,3.1,7.8,10.9,3.5,2.3,0.8,3.3,5.0,27.1,108.0,112.0,Jabari Parker
8,2019-20,24.0,ATL,NBA,PF,32.0,23.0,837.0,11.0,21.9,0.504,1.7,6.4,0.27,9.3,15.5,0.601,3.0,4.0,0.736,3.0,7.6,10.6,3.2,2.3,0.8,3.3,5.2,26.7,106.0,113.0,Jabari Parker
9,2019-20,24.0,SAC,NBA,PF,6.0,0.0,80.0,12.7,21.8,0.583,0.6,2.4,0.25,12.1,19.4,0.625,4.9,5.5,0.889,4.2,9.7,13.9,6.1,1.8,0.6,2.4,3.6,30.9,129.0,110.0,Jabari Parker
10,2020-21,25.0,SAC,NBA,PF,2.0,0.0,25.0,7.7,13.4,0.5710000000000001,0.0,1.9,0.0,7.7,11.5,0.667,0.0,0.0,,1.9,9.6,11.5,1.9,0.0,1.9,5.8,7.7,15.3,83.0,120.0,Jabari Parker
0,2019-20,26.0,PHI,NBA,C,24.0,0.0,232.0,5.2,10.0,0.521,0.0,0.2,0.0,5.2,9.8,0.532,1.5,2.9,0.5,4.2,10.9,15.0,1.7,0.6,6.5,3.8,11.5,11.9,94.0,102.0,Norvel Pelle
1,2020-21,27.0,TOT,NBA,C,4.0,0.0,32.0,4.5,12.0,0.375,0.0,0.0,,4.5,12.0,0.375,4.5,6.0,0.75,6.0,6.0,12.0,1.5,0.0,4.5,4.5,15.0,13.5,92.0,113.0,Norvel Pelle
2,2020-21,27.0,BRK,NBA,C,3.0,0.0,28.0,5.1,12.0,0.429,0.0,0.0,,5.1,12.0,0.429,0.0,0.0,,5.1,6.8,12.0,0.0,0.0,5.1,5.1,15.4,10.3,76.0,111.0,Norvel Pelle
3,2020-21,27.0,SAC,NBA,C,1.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,36.0,48.0,0.75,12.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,36.0,145.0,128.0,Norvel Pelle
0,2016-17,20.0,SAS,NBA,PG,38.0,8.0,322.0,7.9,18.4,0.431,1.4,3.6,0.391,6.5,14.7,0.441,3.3,4.7,0.7,0.9,5.7,6.6,7.6,1.3,0.9,6.0,4.6,20.6,91.0,106.0,Dejounte Murray
1,2017-18,21.0,SAS,NBA,PG,81.0,48.0,1743.0,7.8,17.7,0.44299999999999995,0.3,1.0,0.265,7.6,16.7,0.45399999999999996,3.0,4.3,0.7090000000000001,3.2,10.1,13.3,6.7,2.8,0.9,3.9,4.4,19.0,99.0,101.0,Dejounte Murray
2,2019-20,23.0,SAS,NBA,PG,66.0,58.0,1687.0,8.3,18.0,0.462,1.2,3.1,0.369,7.2,14.9,0.48100000000000004,2.6,3.2,0.7979999999999999,2.0,8.9,10.8,7.7,3.1,0.5,3.5,4.1,20.4,105.0,110.0,Dejounte Murray
3,2020-21,24.0,SAS,NBA,PG,32.0,32.0,992.0,10.0,22.0,0.456,1.6,5.1,0.324,8.4,16.9,0.496,2.7,3.3,0.812,0.9,10.0,10.9,8.3,2.5,0.1,2.6,3.2,24.4,107.0,108.0,Dejounte Murray
0,2009-10,21.0,POR,NBA,PG,10.0,0.0,38.0,14.4,34.6,0.41700000000000004,2.9,5.8,0.5,11.5,28.8,0.4,5.8,10.1,0.5710000000000001,1.4,1.4,2.9,7.2,0.0,0.0,5.8,8.6,37.4,95.0,114.0,Patty Mills
1,2010-11,22.0,POR,NBA,PG,64.0,0.0,783.0,9.4,22.9,0.41200000000000003,3.3,9.3,0.353,6.1,13.6,0.451,2.5,3.3,0.7659999999999999,1.3,2.2,3.6,7.6,1.9,0.1,4.3,4.4,24.6,101.0,111.0,Patty Mills
2,2011-12,23.0,SAS,NBA,PG,16.0,3.0,261.0,12.5,25.7,0.485,4.8,11.1,0.429,7.7,14.7,0.527,3.0,3.0,1.0,0.8,4.8,5.5,7.7,2.0,0.2,5.1,2.8,32.7,110.0,105.0,Patty Mills
3,2012-13,24.0,SAS,NBA,PG,58.0,2.0,656.0,8.8,18.7,0.469,4.0,10.1,0.4,4.7,8.6,0.55,1.2,1.5,0.8420000000000001,0.7,3.2,3.9,4.8,2.0,0.3,3.0,4.3,22.8,106.0,105.0,Patty Mills
4,2013-14,25.0,SAS,NBA,PG,81.0,2.0,1527.0,10.2,22.0,0.46399999999999997,4.5,10.5,0.425,5.8,11.5,0.5,2.4,2.7,0.89,1.1,4.5,5.6,4.9,2.3,0.3,2.1,3.8,27.3,115.0,104.0,Patty Mills
5,2014-15,26.0,SAS,NBA,PG,51.0,0.0,801.0,8.2,21.5,0.381,4.0,11.6,0.341,4.2,9.8,0.429,2.1,2.6,0.825,1.3,3.5,4.8,5.6,1.8,0.1,2.2,3.7,22.4,103.0,105.0,Patty Mills
6,2015-16,27.0,SAS,NBA,PG,81.0,3.0,1662.0,8.0,18.9,0.425,3.8,9.9,0.384,4.2,9.0,0.469,1.4,1.8,0.81,0.8,4.0,4.9,7.0,1.8,0.2,2.3,3.1,21.3,109.0,102.0,Patty Mills
7,2016-17,28.0,SAS,NBA,PG,80.0,8.0,1754.0,7.9,18.0,0.44,4.3,10.3,0.414,3.7,7.7,0.474,1.9,2.3,0.825,0.7,3.4,4.1,8.1,1.9,0.1,2.9,3.2,22.1,114.0,107.0,Patty Mills
8,2017-18,29.0,SAS,NBA,PG,82.0,36.0,2107.0,6.7,16.4,0.41100000000000003,3.7,9.9,0.37200000000000005,3.0,6.4,0.47,2.5,2.8,0.89,0.6,3.1,3.7,5.5,1.3,0.3,2.5,3.1,19.6,109.0,109.0,Patty Mills
9,2018-19,30.0,SAS,NBA,PG,82.0,1.0,1908.0,7.2,17.0,0.425,4.1,10.3,0.39399999999999996,3.1,6.6,0.475,2.3,2.6,0.8540000000000001,0.6,4.0,4.7,6.3,1.3,0.3,2.4,3.3,20.8,112.0,114.0,Patty Mills
10,2019-20,31.0,SAS,NBA,PG,66.0,1.0,1485.0,8.3,19.2,0.431,5.0,13.0,0.382,3.3,6.3,0.5329999999999999,3.1,3.6,0.866,0.7,2.8,3.5,3.8,1.7,0.2,1.7,3.4,24.7,115.0,116.0,Patty Mills
11,2020-21,32.0,SAS,NBA,PG,32.0,0.0,824.0,8.8,19.6,0.44799999999999995,5.1,12.8,0.402,3.7,6.9,0.534,2.1,2.3,0.9,0.6,2.8,3.4,5.0,1.2,0.1,2.0,2.7,24.8,115.0,115.0,Patty Mills
0,2016-17,21.0,TOR,NBA,C,54.0,4.0,626.0,5.4,9.3,0.583,0.0,0.0,,5.4,9.3,0.583,2.5,4.6,0.544,6.3,7.0,13.4,1.0,1.4,1.6,2.3,9.1,13.4,118.0,108.0,Jakob Poeltl
1,2017-18,22.0,TOR,NBA,C,82.0,0.0,1524.0,8.2,12.4,0.659,0.0,0.1,0.5,8.2,12.4,0.66,1.9,3.3,0.594,5.3,7.4,12.7,1.8,1.3,3.2,2.7,6.9,18.3,122.0,104.0,Jakob Poeltl
2,2018-19,23.0,SAS,NBA,C,77.0,24.0,1273.0,7.2,11.1,0.645,0.0,0.0,,7.2,11.1,0.645,1.9,3.5,0.5329999999999999,6.8,8.9,15.7,3.6,1.1,2.6,1.8,4.8,16.2,133.0,108.0,Jakob Poeltl
3,2019-20,24.0,SAS,NBA,C,66.0,18.0,1171.0,6.8,10.9,0.624,0.0,0.0,,6.8,10.9,0.624,1.6,3.5,0.465,5.3,10.0,15.3,4.7,1.5,3.9,2.2,5.1,15.2,125.0,108.0,Jakob Poeltl
4,2020-21,25.0,SAS,NBA,C,32.0,14.0,750.0,6.2,10.2,0.61,0.0,0.0,,6.2,10.2,0.61,1.0,3.0,0.319,6.1,8.9,15.0,3.7,1.3,3.2,2.4,4.5,13.4,119.0,107.0,Jakob Poeltl
0,2018-19,20.0,SAS,NBA,SG,17.0,0.0,118.0,6.6,19.0,0.348,2.1,5.4,0.385,4.6,13.7,0.33299999999999996,3.3,4.1,0.8,0.0,7.0,7.0,3.7,2.9,1.2,1.7,2.9,18.6,93.0,107.0,Lonnie Walker
1,2019-20,21.0,SAS,NBA,SG,61.0,12.0,988.0,7.4,17.3,0.426,2.0,4.9,0.406,5.4,12.4,0.434,2.1,3.0,0.721,1.1,5.6,6.7,3.3,1.5,0.7,2.1,3.8,18.8,100.0,115.0,Lonnie Walker
2,2020-21,22.0,SAS,NBA,SG,30.0,27.0,819.0,7.4,18.5,0.402,3.1,8.7,0.358,4.3,9.8,0.44,1.9,2.3,0.8,0.4,4.7,5.0,3.1,0.9,0.8,1.9,3.8,19.9,98.0,113.0,Lonnie Walker
0,2009-10,20.0,TOR,NBA,SG,77.0,65.0,1664.0,7.9,15.9,0.498,0.1,0.5,0.25,7.8,15.4,0.506,4.6,6.0,0.763,2.0,4.9,6.9,1.6,1.3,0.6,1.9,5.5,20.5,110.0,115.0,DeMar DeRozan
1,2010-11,21.0,TOR,NBA,SG,82.0,82.0,2851.0,9.8,20.9,0.467,0.1,0.9,0.096,9.7,20.0,0.485,5.9,7.3,0.813,1.4,4.4,5.7,2.7,1.5,0.6,2.6,3.9,25.6,106.0,115.0,DeMar DeRozan
2,2011-12,22.0,TOR,NBA,SG,63.0,63.0,2206.0,9.3,22.0,0.42200000000000004,0.6,2.2,0.261,8.7,19.8,0.44,6.5,8.1,0.81,1.0,4.2,5.1,3.1,1.2,0.4,3.0,3.9,25.7,100.0,108.0,DeMar DeRozan
3,2012-13,23.0,TOR,NBA,SG,82.0,82.0,3013.0,9.7,21.7,0.445,0.6,2.1,0.28300000000000003,9.1,19.6,0.46299999999999997,6.3,7.5,0.831,0.8,4.8,5.6,3.6,1.3,0.4,2.7,3.0,26.2,105.0,110.0,DeMar DeRozan
4,2013-14,24.0,TOR,NBA,SG,79.0,79.0,3017.0,10.5,24.4,0.429,1.1,3.6,0.305,9.4,20.7,0.451,9.0,10.9,0.8240000000000001,0.9,5.1,5.9,5.4,1.5,0.5,3.0,3.4,31.0,110.0,107.0,DeMar DeRozan
5,2014-15,25.0,TOR,NBA,SG,60.0,60.0,2100.0,10.1,24.4,0.413,0.6,2.2,0.284,9.5,22.2,0.426,8.9,10.7,0.8320000000000001,1.0,5.8,6.8,5.2,1.8,0.3,3.4,3.0,29.6,104.0,109.0,DeMar DeRozan
6,2015-16,26.0,TOR,NBA,SG,78.0,78.0,2804.0,11.3,25.4,0.446,0.9,2.6,0.33799999999999997,10.4,22.8,0.45799999999999996,10.2,12.0,0.85,1.2,5.3,6.4,5.8,1.5,0.4,3.2,3.1,33.7,113.0,108.0,DeMar DeRozan
7,2016-17,27.0,TOR,NBA,SG,74.0,74.0,2620.0,13.9,29.9,0.467,0.6,2.4,0.266,13.3,27.5,0.484,10.5,12.5,0.8420000000000001,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,113.0,110.0,DeMar DeRozan
8,2017-18,28.0,TOR,NBA,SG,80.0,80.0,2711.0,11.7,25.7,0.456,1.6,5.2,0.31,10.1,20.5,0.494,8.4,10.2,0.825,1.1,4.7,5.7,7.6,1.5,0.4,3.2,2.7,33.5,114.0,109.0,DeMar DeRozan
9,2018-19,29.0,SAS,NBA,SG,77.0,77.0,2688.0,11.5,23.9,0.48100000000000004,0.1,0.8,0.156,11.3,23.0,0.49200000000000005,6.6,8.0,0.83,1.0,7.4,8.4,8.6,1.6,0.7,3.6,3.2,29.7,110.0,111.0,DeMar DeRozan
10,2019-20,30.0,SAS,NBA,SF,68.0,68.0,2316.0,11.5,21.6,0.531,0.2,0.7,0.257,11.3,20.9,0.54,7.9,9.3,0.845,0.9,6.8,7.7,7.8,1.4,0.4,3.4,3.7,31.0,118.0,115.0,DeMar DeRozan
11,2020-21,31.0,SAS,NBA,PF,29.0,29.0,981.0,9.5,19.6,0.484,0.8,2.5,0.308,8.7,17.1,0.51,8.6,9.6,0.893,1.1,5.9,7.0,10.2,1.2,0.4,2.4,2.7,28.3,125.0,112.0,DeMar DeRozan
0,2019-20,20.0,SAS,NBA,SF,17.0,1.0,301.0,8.4,14.1,0.596,2.1,3.5,0.591,6.4,10.6,0.597,5.6,7.0,0.795,1.6,7.5,9.0,2.4,2.2,0.3,2.1,4.4,24.4,131.0,113.0,Keldon Johnson
1,2020-21,21.0,SAS,NBA,SF,29.0,27.0,845.0,8.6,18.2,0.47200000000000003,1.6,4.9,0.326,7.0,13.3,0.526,4.5,5.7,0.782,2.7,8.3,11.0,3.6,1.3,0.8,2.3,3.8,23.2,111.0,110.0,Keldon Johnson
0,2006-07,20.0,MEM,NBA,SF,78.0,43.0,2103.0,7.8,18.5,0.42200000000000004,1.3,3.5,0.364,6.6,15.0,0.436,3.7,5.1,0.727,2.3,6.2,8.5,2.4,1.7,1.8,3.4,4.7,20.6,96.0,111.0,Rudy Gay
1,2007-08,21.0,MEM,NBA,SF,81.0,81.0,3000.0,10.5,22.7,0.461,2.2,6.5,0.34600000000000003,8.2,16.2,0.507,4.2,5.3,0.785,2.4,6.0,8.4,2.7,1.9,1.3,3.2,3.9,27.4,106.0,110.0,Rudy Gay
2,2008-09,22.0,MEM,NBA,SF,79.0,78.0,2945.0,10.3,22.8,0.45299999999999996,1.5,4.4,0.35100000000000003,8.8,18.4,0.47700000000000004,4.8,6.2,0.767,2.0,5.9,7.9,2.4,1.8,1.1,3.7,4.0,27.0,101.0,110.0,Rudy Gay
3,2009-10,23.0,MEM,NBA,SF,80.0,80.0,3175.0,9.7,20.8,0.466,1.1,3.3,0.327,8.6,17.5,0.49200000000000005,4.9,6.5,0.753,1.9,5.8,7.6,2.5,1.9,1.0,2.7,3.2,25.3,109.0,110.0,Rudy Gay
4,2010-11,24.0,MEM,NBA,SF,54.0,54.0,2152.0,9.9,21.1,0.47100000000000003,1.4,3.5,0.396,8.5,17.6,0.486,4.7,5.8,0.805,2.0,6.2,8.2,3.7,2.2,1.4,3.3,3.2,25.9,108.0,105.0,Rudy Gay
5,2011-12,25.0,MEM,NBA,SF,65.0,65.0,2422.0,10.6,23.3,0.455,1.2,3.8,0.312,9.4,19.5,0.48200000000000004,4.5,5.7,0.7909999999999999,2.8,6.3,9.1,3.2,2.1,1.2,3.5,3.0,26.9,104.0,102.0,Rudy Gay
6,2012-13,26.0,TOT,NBA,SF,75.0,74.0,2687.0,10.4,25.1,0.41600000000000004,1.7,5.2,0.32299999999999995,8.7,19.9,0.44,4.8,5.9,0.8140000000000001,2.0,7.2,9.2,4.0,2.3,1.1,4.0,3.6,27.3,98.0,102.0,Rudy Gay
7,2012-13,26.0,MEM,NBA,SF,42.0,42.0,1541.0,9.9,24.2,0.408,1.4,4.5,0.31,8.5,19.7,0.431,4.3,5.5,0.7759999999999999,2.0,6.8,8.8,3.8,2.0,1.1,3.7,3.1,25.5,97.0,101.0,Rudy Gay
8,2012-13,26.0,TOR,NBA,SF,33.0,32.0,1146.0,11.1,26.2,0.425,2.0,6.1,0.336,9.1,20.1,0.452,5.5,6.4,0.856,2.0,7.8,9.8,4.4,2.6,1.0,4.4,4.4,29.8,99.0,105.0,Rudy Gay
9,2013-14,27.0,TOT,NBA,SF,73.0,73.0,2531.0,10.9,23.9,0.455,1.3,4.0,0.33,9.6,19.9,0.48100000000000004,6.4,7.8,0.8220000000000001,2.3,6.6,8.8,4.2,1.9,1.1,4.5,3.5,29.5,104.0,107.0,Rudy Gay
10,2013-14,27.0,TOR,NBA,SF,18.0,18.0,639.0,10.6,27.4,0.38799999999999996,1.8,4.8,0.373,8.8,22.6,0.391,5.6,7.2,0.773,2.4,8.5,10.9,3.3,2.3,1.9,4.8,3.8,28.6,91.0,102.0,Rudy Gay
11,2013-14,27.0,SAC,NBA,SF,55.0,55.0,1892.0,10.9,22.7,0.48200000000000004,1.2,3.7,0.312,9.8,19.0,0.516,6.7,8.0,0.836,2.3,5.9,8.2,4.5,1.8,0.9,4.4,3.3,29.8,108.0,109.0,Rudy Gay
12,2014-15,28.0,SAC,NBA,SF,68.0,67.0,2408.0,10.6,23.3,0.455,1.7,4.6,0.359,9.0,18.7,0.479,7.0,8.2,0.858,2.0,6.3,8.3,5.2,1.5,0.9,3.8,3.3,29.9,110.0,110.0,Rudy Gay
13,2015-16,29.0,SAC,NBA,SF,70.0,70.0,2379.0,9.4,20.3,0.46299999999999997,1.5,4.3,0.344,7.9,16.0,0.495,4.0,5.1,0.78,2.1,7.1,9.2,2.4,2.0,1.0,2.8,3.7,24.3,104.0,108.0,Rudy Gay
14,2016-17,30.0,SAC,NBA,SF,30.0,30.0,1013.0,10.0,22.1,0.455,2.1,5.6,0.37200000000000005,7.9,16.4,0.483,5.9,6.9,0.855,1.7,7.7,9.5,4.1,2.2,1.3,3.7,3.9,28.1,105.0,109.0,Rudy Gay
15,2017-18,31.0,SAS,NBA,PF,57.0,6.0,1231.0,10.4,22.0,0.47100000000000003,1.5,4.8,0.314,8.9,17.2,0.516,4.6,6.0,0.772,3.1,8.8,11.9,3.0,1.9,1.6,3.2,4.0,26.9,106.0,103.0,Rudy Gay
16,2018-19,32.0,SAS,NBA,PF,69.0,51.0,1842.0,10.0,19.8,0.504,2.0,4.9,0.402,8.0,14.9,0.537,3.2,3.9,0.816,1.7,10.8,12.5,4.8,1.4,0.9,3.0,4.2,25.1,111.0,109.0,Rudy Gay
17,2019-20,33.0,SAS,NBA,PF,67.0,5.0,1461.0,8.7,19.5,0.446,2.4,7.2,0.336,6.3,12.3,0.511,3.9,4.4,0.882,2.0,9.8,11.8,3.7,1.1,1.1,2.9,3.4,23.7,107.0,113.0,Rudy Gay
18,2020-21,34.0,SAS,NBA,PF,26.0,0.0,572.0,9.1,21.7,0.419,3.4,9.4,0.366,5.6,12.3,0.45899999999999996,2.8,3.6,0.767,2.0,9.3,11.3,3.3,1.5,1.1,2.5,3.9,24.3,101.0,109.0,Rudy Gay
0,2020-21,20.0,SAS,NBA,SF,26.0,1.0,451.0,5.3,13.4,0.397,2.7,6.7,0.397,2.7,6.7,0.397,1.9,2.2,0.857,1.7,7.1,8.8,3.0,3.1,1.0,1.3,3.4,15.2,108.0,107.0,Devin Vassell
0,2006-07,21.0,POR,NBA,C,63.0,22.0,1392.0,9.4,18.7,0.503,0.0,0.1,0.0,9.4,18.6,0.505,3.2,4.5,0.722,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,113.0,109.0,LaMarcus Aldridge
1,2007-08,22.0,POR,NBA,PF,76.0,76.0,2649.0,11.6,23.9,0.484,0.0,0.1,0.14300000000000002,11.5,23.8,0.486,4.7,6.1,0.762,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,108.0,107.0,LaMarcus Aldridge
2,2008-09,23.0,POR,NBA,PF,81.0,81.0,3004.0,11.1,22.9,0.484,0.1,0.5,0.25,11.0,22.4,0.489,4.8,6.2,0.7809999999999999,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,115.0,108.0,LaMarcus Aldridge
3,2009-10,24.0,POR,NBA,PF,78.0,78.0,2922.0,10.8,21.9,0.495,0.1,0.3,0.313,10.7,21.6,0.498,4.3,5.7,0.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,113.0,107.0,LaMarcus Aldridge
4,2010-11,25.0,POR,NBA,PF,81.0,81.0,3211.0,12.0,24.1,0.5,0.1,0.4,0.174,12.0,23.7,0.505,6.0,7.5,0.7909999999999999,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,114.0,107.0,LaMarcus Aldridge
5,2011-12,26.0,POR,NBA,PF,55.0,55.0,1994.0,12.7,24.9,0.512,0.1,0.3,0.182,12.7,24.6,0.516,5.9,7.2,0.8140000000000001,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,113.0,106.0,LaMarcus Aldridge
6,2012-13,27.0,POR,NBA,PF,74.0,74.0,2790.0,12.0,24.8,0.484,0.0,0.3,0.14300000000000002,12.0,24.6,0.488,5.3,6.6,0.81,3.3,9.3,12.6,3.6,1.2,1.7,2.7,3.5,29.4,108.0,107.0,LaMarcus Aldridge
7,2013-14,28.0,POR,NBA,PF,69.0,69.0,2498.0,13.2,28.8,0.45799999999999996,0.1,0.3,0.2,13.1,28.5,0.461,6.0,7.3,0.8220000000000001,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,108.0,104.0,LaMarcus Aldridge
8,2014-15,29.0,POR,NBA,PF,71.0,71.0,2512.0,13.4,28.7,0.466,0.8,2.1,0.35200000000000004,12.6,26.6,0.475,6.2,7.3,0.845,3.6,11.1,14.7,2.5,1.0,1.4,2.5,2.5,33.7,108.0,102.0,LaMarcus Aldridge
